Track name,Artist name,Album,Playlist name,Type,ISRC,Amazon - id
"Ee Vintha Needhiga","Lipisika","Express Raja","My Likes","Playlist","INA091515010","B07533XXCW"
"Run Run DSP Mix","Apache Indian","Idharammayilatho","My Likes","Playlist","INA091314077","B075697PPQ"
"Darshana (From ""Hridayam"")","Hesham Abdul Wahab","Darshana (From ""Hridayam"")","My Likes","Playlist","INT202102847","B09JWSWTGG"
"Chal Chalo Chalo","Raghu Dixit","Son Of Satyamurthy","My Likes","Playlist","INA091514801","B0756B2FXD"
"Akasam Ammayaithe","Shankar Mahadevan","Gabbar Singh","My Likes","Playlist","INA091213374","B07569KQW2"
"Nesthama Nesthama","Sri Krishna","Damarukam","My Likes","Playlist","INA091213583","B075654PSW"
"Phir Aur Kya Chahiye","Sachin-Jigar","Zara Hatke Zara Bachke","My Likes","Playlist","INH102307527","B0C6M78GQY"
"Blue Eyes","Yo Yo Honey Singh","Blue Eyes","My Likes","Playlist","INS181306486","B074W34WSL"
"Emainadho Emo","Rajesh","Santhosham","My Likes","Playlist","INA090931908","B075MX7X62"
"Love Dose [Explicit]","Yo Yo Honey Singh","Desi Kalakaar","My Likes","Playlist","INS181402053","B074W5479S"
"Samajavaragamana","Sid Sriram","Ala Vaikunthapurramuloo","My Likes","Playlist","INA091916623","B07YHBBCS5"
"Kalank Title Track","Pritam","Kalank","My Likes","Playlist","INZ031405230","B07Q7TN3BV"
"Bang Bang","Haricharan","Premam","My Likes","Playlist","INA091615263","B075326CS5"
"Ringa Ringa","Priya Hemesh","Aarya - 2 (Original Motion Picture Soundtrack)","My Likes","Playlist","INS170900437","B003FEXCCG"
"Ey Pilla Pilla","Jaspreet Jasz","Dhada","My Likes","Playlist","INA091112957","B07566B5ZD"
"Edho Edho","Pradeep Vijay","Ishq","My Likes","Playlist","INA091213297","B0756878D5"
"Dhinaku Dhin Jiya","Shankar Mahadevan","Mirapakay","My Likes","Playlist","INA091012693","B07567TXSD"
"Ela Ela Naalo","Haricharan","Panjaa","My Likes","Playlist","INA091113173","B07567HTNG"
"Aakasam Badhalaina","Sagar","Mr Perfect","My Likes","Playlist","INA091112816","B07566B2FM"
"Kundanapu Bomma","Benny Dayal","Yemaaya Chesave (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171000035","B004293WWS"
"Kariga Loga (D-Plugged)","Sagar","Aarya - 2 (Original Motion Picture Soundtrack)","My Likes","Playlist","INS170900440","B003FEO41Y"
"Hello Hello","Nikhil D'Souza","Dhada","My Likes","Playlist","INA091112952","B075683W1Q"
"Ennai Konjum","Timmy","Kaakha Kaakha (Original Motion Picture Soundtrack)","My Likes","Playlist","INN130300025","B00EHJ4VIW"
"Unakkul Naan","Bombay Jayashri","Pachai Kili Muthucharam","My Likes","Playlist","INA221000728","B07B62JB69"
"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")","Anirudh Ravichander","Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")","My Likes","Playlist","INS172200001","B09PLDHRP1"
"Abacha","Mahalakshmi Iyer","Konchem Ishtam Konchem Kashtam","My Likes","Playlist","INA090912020","B07531STRJ"
"Egire Egire","Clinton","Konchem Ishtam Konchem Kashtam","My Likes","Playlist","INA090912018","B07534RLL4"
"Deva Deva","Pritam","Brahmastra (Original Motion Picture Soundtrack)","My Likes","Playlist","INS172219983","B0BHJ4LV5L"
"Ae Dil Hai Mushkil Title Track","Arijit Singh","Ae Dil Hai Mushkil (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171602089","B01MFCXKTD"
"Kesariya","Pritam","Brahmastra (Original Motion Picture Soundtrack)","My Likes","Playlist","INS172203702","B0BHJ4B154"
"Khairiyat","Pritam","Chhichhore","My Likes","Playlist","INS181904666","B07X6M4CK1"
"Pasoori Nu","Arijit Singh","Satyaprem Ki Katha","My Likes","Playlist","INS182301777","B0C9X97QWG"
"Girl Friend","Karthik","Boys (Orignal Motion Picture Soundtrack)","My Likes","Playlist","INS280300525","B07JVDJBSM"
"Oy..Oy..","Siddharth","Oye","My Likes","Playlist","INA090912162","B07535VFHP"
"Rooba Rooba","Shahil Hada","Orange","My Likes","Playlist","INA091012546","B07568CRPP"
"Yaar Indha Saalai Oram","G.V.Prakash Kumar","Thalaivaa (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171300508","B00DNN1EOW"
"Neeve","G.V.Prakash Kumar","Darling (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171000136","B003UY70PQ"
"Hrudayam Ekkadunnadi","Harris Raghavendra","Ghajini","My Likes","Playlist","INA090510287","B07568TS3V"
"Pookkal Pookkum","G.V.Prakash Kumar","Madharasapattinam (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171100571","B00QU9CA80"
"One Last Time","Ariana Grande","My Everything","My Likes","Playlist","USUM71409723","B073QV95NH"
"7 rings [Explicit]","Ariana Grande","thank u, next [Explicit]","My Likes","Playlist","USUM71900110","B07N2ZNVSX"
"Konte Chooputho","Belli Raj","Ananthapuram 1980","My Likes","Playlist","INS181301679","B074XJYY8D"
"Maruvaarthai","Darbuka Siva","Enai Noki Paayum Thota (Original Motion Picture Soundtrack)","My Likes","Playlist","IND291701276","B0C6L48FS7"
"Love You Zindagi","Jasleen Royal","Dear Zindagi (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171602536","B01N9F4CDA"
"Edo Edo (From ""Shyam Singha Roy - Telugu"")","Chaitra Ambadipudi","Edo Edo (From ""Shyam Singha Roy - Telugu"")","My Likes","Playlist","INH102104094","B09MJ5221M"
"Mellaga Mellaga","Chinmayi Sripada","Chi La Sow","My Likes","Playlist","INA091816160","B07KMJDFBB"
"Phir Kabhi","Arijit Singh","M.S.Dhoni - The Untold Story","My Likes","Playlist","INS181601486","B074VV153J"
"Besabriyaan","Armaan Malik","M.S.Dhoni - The Untold Story","My Likes","Playlist","INS181601367","B074W2NGKF"
"Mari Maree","Sreeram Chandra","M.S.Dhoni - The Untold Story","My Likes","Playlist","INS181601539","B074XNT95C"
"Yemainado (From ""Mr. Majnu"")","Thaman S","Mr. Majnu (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171807585","B07MK1SWTM"
"Sakhiya","Sricharan Pakala","Goodachari","My Likes","Playlist","INA091816185","B07KMDXFFJ"
"All Time Low [Clean]","Jon Bellion","The Human Condition [Clean]","My Likes","Playlist","USUM71604908","B073SLZX6K"
"Redbone [Explicit]","Childish Gambino","""Awaken, My Love!"" [Explicit]","My Likes","Playlist","USYAH1600107","B07N974DH4"
"Star [feat. JABS]","WILLOW","ARDIPITHECUS","My Likes","Playlist","QMJMT1500800","B073TCCRFV"
"Wait a Minute!","WILLOW","ARDIPITHECUS","My Likes","Playlist","QMJMT1500801","B073TCRQW6"
"Sukhibhava Annaru","Sravani","Nene Raju Nene Mantri","My Likes","Playlist","INT131712149","B07CM6YJN4"
"Prema Vennela","Devi Sri Prasad","Chitralahari (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171900821","B07QHWB2NW"
"Unnatundi Gundey","Karthik","Ninnu Kori","My Likes","Playlist","INH102201934","B09WD9S47F"
"Samayama (From ""Hi Nanna"")","Anurag Kulkarni","Samayama (From ""Hi Nanna"")","My Likes","Playlist","INS182302640","B0CJ6R81V7"
"Oka Choopukae Padipoyya","Vijay Prakash","Naayak","My Likes","Playlist","INA091213821","B07568JXDR"
"Yaa Yaa","Abhay Jodhpurkar","Aa Aaa","My Likes","Playlist","INA091615138","B07567Q37W"
"Kanulanu Thaake","Arijit Singh","Manam","My Likes","Playlist","INA091414526","B075319CFJ"
"Cheliya Cheliya","KK","Gharshana-New","My Likes","Playlist","INA090409867","B07568SZD4"
"Ranguladdhukunna","Yazin Nizar","Uppena","My Likes","Playlist","INA092017279","B08NCTCMHR"
"Evo Evo Kalale","Jonita Gandhi","Love Story","My Likes","Playlist","INA092117495","B0912ZXMD3"
"Telusa Telusa (From ""Ranga Ranga Vaibhavanga"")","Devi Sri Prasad","Telusa Telusa (From ""Ranga Ranga Vaibhavanga"")","My Likes","Playlist","INS172200584","B09RQRLRPF"
"Yenti Yenti","Chinmayi Sripada","Geetha Govindam","My Likes","Playlist","INA091816186","B07KMH3LY9"
"Kannulu Chedire","Yazin Nizar","WWW","My Likes","Playlist","INA092117635","B09651JLRY"
"Sir Osthara","Suchitra","Businessman","My Likes","Playlist","INA091113230","B07KMH6HWR"
"Hosahore","G.V.Prakash Kumar","Darling (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171000134","B003UY70NI"
"Coka","Sukh-E Muzical Doctorz","Coka","My Likes","Playlist","INSD11900001","B08DRD88JM"
"Muvvala Navakala","S. P. Balasubrahmanyam","Pournamy","My Likes","Playlist","INA090711003","B0752FMY3F"
"Firework","Katy Perry","Teenage Dream","My Likes","Playlist","USCA21001262","B073N6DYP9"
"Uff","Harshdeep Kaur","Bang Bang","My Likes","Playlist","INZ031400145","B08KQJFCC9"
"Guruvaram","Vijay Prakash","Kirrak Party","My Likes","Playlist","INA091815747","B07KMFWHM4"
"Kesariya (From ""Brahmastra"")","Pritam","Kesariya (From ""Brahmastra"")","My Likes","Playlist","INS172203702","B0B6SFJ49D"
"Quiet Storm","Sid Sriram","Sidharth","My Likes","Playlist","USUG12301643","B0CCWVB29W"
"Harleys In Hawaii","Katy Perry","Harleys In Hawaii","My Likes","Playlist","USUM71919682","B07YXD3PY6"
"Nee Chuttu Chuttu (From ""Skanda"") (Telugu)","Thaman S","Nee Chuttu Chuttu (From ""Skanda"") (Telugu)","My Likes","Playlist","INT132300488","B0CDL6QSVP"
"Feel My Love","KK","Aarya","My Likes","Playlist","INA090309844","B075686BDL"
"Ayila Ayila","Haricharan","I - Manoharudu (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171402376","B00RU5RH0Y"
"Roopaay","M.M.Keeravani","Vedam (Original Motion Picture Soundtrack)","My Likes","Playlist","FRX872053587","B08KR8Z433"
"Naa Manasuki","Karthik","Aadavari Matalaku Ardhalu Veruley","My Likes","Playlist","INA090710881","B07566C9GC"
"Ranjha","Jasleen Royal","Shershaah (Original Motion Picture Soundtrack)","My Likes","Playlist","INS172102719","B09CNT4FSL"
"New York Nagaram (From ""Sillunu Oru Kadhal"")","A. R. Rahman","Most Loved Tamil Songs","My Likes","Playlist","INS280600718","B07GNNNNDY"
"Neeve Neeve","Adnan Sami","Gunde Jaari Gallanthayinde","My Likes","Playlist","INM6G1600491","B0GX638CGV"
"Heeriye (feat. Arijit Singh)","Jasleen Royal","Heeriye (feat. Arijit Singh)","My Likes","Playlist","INW262317690","B0C6RD67DR"
"Malang Sajna","Sachet Tandon","Malang Sajna","My Likes","Playlist","INS182203702","B0BPMQ9FY5"
"Oh Isha","Armaan Malik","Major- Telugu","My Likes","Playlist","INZ031410806","B0B1MR9R56"
"Dole Dole","Ranjith","Pokiri","My Likes","Playlist","INA090610438","B0752VSYDS"
"Nee Venakale Nadichi (feat. Vijay Devarakonda, Malobika Mj)","Chinmayi Sripada","Nee Venakale Nadichi (feat. Vijay Devarakonda, Malobika Mj)","My Likes","Playlist","INT521800268","B07L1LRBC9"
"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Title Track"")","Darshan Raval","Ek Ladki Ko Dekha Toh Aisa Laga (From ""Title Track"")","My Likes","Playlist","INH101900005","B07MHZRPQS"
"Sammohanuda (From ""Rules Ranjann"")","Shreya Ghoshal","Sammohanuda (From ""Rules Ranjann"")","My Likes","Playlist","INS182301207","B0CCB2YB3P"
"Gunzukunnaa","Shakthisree Gopalan","Kadali (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171201087","B00B1R9CSW"
"Naa Kosam","Sid Sriram","Bangarraju","My Likes","Playlist","INZ031410002","B09N2LGBRQ"
"Hawayein","Arijit Singh","Jab Harry Met Sejal (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171701912","B074JMY5Z5"
"Brown Munde [Explicit]","AP Dhillon","Brown Munde","My Likes","Playlist","TCAFC2063050","B08J2RXKVD"
"Blow","Kesha","Cannibal (Expanded Edition) [Explicit]","My Likes","Playlist","USRC11000889","B076NP7NLL"
"Pacha Velugu","Karthik","Raghavan","My Likes","Playlist","INA090710805","B07566BJG5"
"Time To Party","David Simon","Attarrintiki Daaredi","My Likes","Playlist","INA091314170","B07568H3YY"
"Ciciliya Ciciliya","Haricharan","Spyder (Telugu)","My Likes","Playlist","INZ031402738","B075MNYGNG"
"I Love You Too","Yazin Nizar","Shivam","My Likes","Playlist","INA091514955","B0752BBKW6"
"Barbi Bommaki","Benny Dayal","Teenmaar","My Likes","Playlist","INA091112824","B07569T6MT"
"Gala Gala Gangu","Tippu","Rangam","My Likes","Playlist","INA091112833","B07568ZZPZ"
"Yellae Lama","Vijay Prakash","7th Sense (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171100880","B0071A5P7A"
"Khiladi Koona","Karthik","Athidhi","My Likes","Playlist","INA090930245","B07568S2Q8"
"Rani Nanni","Vijay Prakash","Brothers","My Likes","Playlist","INA091213592","B07569LVZV"
"Night Changes","One Direction","FOUR (Deluxe)","My Likes","Playlist","GBHMU1400165","B00NERRH8E"
"I Don’t Wanna Live Forever (Fifty Shades Darker)","ZAYN","Fifty Shades Darker (Original Motion Picture Soundtrack)","My Likes","Playlist","USQ4E1602586","B073SZMVSS"
"august","Taylor Swift","folklore [Explicit]","My Likes","Playlist","USUG12002842","B08DJ6H2YV"
"Sharks","Imagine Dragons","Mercury - Acts 1 & 2","My Likes","Playlist","USUM72205464","B09X8M58CV"
"Believer","Imagine Dragons","Evolve","My Likes","Playlist","USUM71700626","B079VDQRPX"
"Choosale Kallara","Sid Sriram","Sr Kalyanamandapam","My Likes","Playlist","INM6G2000102","B0GX9S5N6V"
"Samayama","Harini","Antariksham 9000 KMPH","My Likes","Playlist","INA091816320","B07L19LGWZ"
"Pachchadanamey [Explicit]","Hariharan","Sakhi","My Likes","Playlist","INH100154100","B07532HR2S"
"Gore Gore","Karthik","Kick","My Likes","Playlist","INA090912113","B0752ZR1RF"
"Oh Oh (The First Love of Tamizh)","Dhanush","Thangamagan (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171501799","B073RYLRRQ"
"Manasuke","A. R. Rahman","24 (Telugu) (Original Motion Picture Soundtrack)","My Likes","Playlist","GBSGZ1500693","B0FSKNQDVP"
"Shokilla","Aditya Rao","Saahasam Swaasaga Saagipo","My Likes","Playlist","INA091615178","B075686YCL"
"Bulleya","Shilpa Rao","Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]","My Likes","Playlist","INS171602235","B01N76WUVY"
"Cheliya Cheliya","Ishaq vali","Kshanam (Original Motion Picture Soundtrack)","My Likes","Playlist","INT131600027","B074JVQNYW"
"Liggi","Ritviz","Dev","My Likes","Playlist","FRX201997170","B0BCGGZM37"
"Flowers","Miley Cyrus","Endless Summer Vacation [Clean]","My Likes","Playlist","USSM12209777","B0BXMY4XV1"
"Nee Singam Dhan","A. R. Rahman","Pathu Thala (Original Motion Picture Soundtrack)","My Likes","Playlist","INS172301151","B0BYVX2H42"
"Sandalee","G.V.Prakash Kumar","Sema (Original Motion Picture Soundtrack)","My Likes","Playlist","INT201701429","B071WLQ1LQ"
"Chahun Main Ya Naa","Palak Muchhal","Aashiqui 2","My Likes","Playlist","INS181303033","B074VX8RHS"
"Ye Cheekati","Ranjith","Happy Days","My Likes","Playlist","INS180908037","B075355WWK"
"Neelo Valapu","Vijay Prakash","Robot (Original Motion Picture Soundtrack)","My Likes","Playlist","INT201000141","B071J6R2BC"
"Ileana Chitti Belliana","Vijay Prakash","Snehitudu","My Likes","Playlist","INS902000140","B08JKN7BCN"
"Thu He Rey","Nikhil D Souza","Gunde Jaari Gallanthayinde","My Likes","Playlist","INM6G1600489","B0GX62J4NQ"
"Naa Lonaa","Chinmayi Sripada","Manmadhudu 2","My Likes","Playlist","INA091916580","B07VSF9Q14"
"Tere Pyaar Mein","Arijit Singh","Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")","My Likes","Playlist","INS182300213","B0BTLTDLMM"
"Apna Bana Le","Sachin-Jigar","Bhediya","My Likes","Playlist","INZ031411736","B0BLJLKM5B"
"Uyire","Sid Sriram","Gauthamante Radham","My Likes","Playlist","INM811460611","B08425SKNS"
"Munbe Vaa","Naresh Iyer","Sillunu Oru Kadhal (Original Motion Picture Soundtrack)","My Likes","Playlist","INS280600717","B07JBD7V58"
"Aval","Pardeep Singh Sran","Manithan (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171600819","B01EP6TGA4"
"Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")","Darbuka Siva","Mudhal Nee Mudivum Nee Title Track (From ""Mudhal Nee Mudivum Nee"")","My Likes","Playlist","INS172002791","B08H89K6RR"
"En Iniya Thanimaye (From ""Teddy"")","Sid Sriram","The WFH Playlist","My Likes","Playlist","INT202002157","B086LFGM8Y"
"Nee Yenadharuginil Nee","Vishal Chandrasekhar","Oh Manapenne (Original Motion Picture Soundtrack)","My Likes","Playlist","INT202102844","B09JLZQQRL"
"Kadhal Kan Kattudhe (From ""Kaaki Sattai"")","Anirudh Ravichander","Rockstar Anirudh Special","My Likes","Playlist","IND291400177","B0CH7C7GH9"
"Yedhane Koiyakae","Veturi Sundararama Murthy","Surya S/o Krishnan (Original Motion Picture Soundtrack)","My Likes","Playlist","INS170816364","B008MZXF2A"
"Idhayathai Yedho Ondru","Chinmayi Sripada","Yennai Arindhaal (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171402749","B011AXMW2E"
"Señorita","Shawn Mendes","Señorita","My Likes","Playlist","USUM71911283","B07T99CY9L"
"Ne Ne Nani Ne","Deepu","Eega (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171200385","B0757W9W9T"
"Andha Kanna Paathaakaa","Anirudh Ravichander","Master (Original Motion Picture Soundtrack)","My Likes","Playlist","INS172000807","B085Y3VC39"
"Jab Tak","Armaan Malik","M.S.Dhoni - The Untold Story","My Likes","Playlist","INS181601485","B074W639K5"
"Neevente Nenunte [Explicit]","Kapil","Raarandoi Veduka Chuddam","My Likes","Playlist","INA091715456","B0752ZY81K"
"Peydhavi Chivarakey","Anirudh Ravichander","Petta (Telugu) (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171807613","B07M8RKSKK"
"Oh! Shanthi Shanthi","Veturi Sundararama Murthy","Surya S/o Krishnan (Original Motion Picture Soundtrack)","My Likes","Playlist","INS170816368","B008MZXGEW"
"Naaloney Pongaynu","V.V. Prassanna","Surya S/o Krishnan (Original Motion Picture Soundtrack)","My Likes","Playlist","INS170816365","B008MZXFCK"
"Chilaka O Chilaka","Sunitha Sarathy","Inkokkadu (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171601981","B01KWF0VBU"
"Surro Surra","Javed Ali","Shakti","My Likes","Playlist","INA091112783","B07568L3X4"
"Emo Emo Emoo","P V N S Rohit","Devadas","My Likes","Playlist","INA091816295","B07KMGNY9T"
"Chali Gaali Chuudduu","Haricharan","Gentleman","My Likes","Playlist","INA091615158","B0752XYNMP"
"Anaganaga Oka Uru","Sri Dhruthi","Hello!","My Likes","Playlist","INA091715614","B07KMHGRSH"
"Zindagi","Haniya Nafisa","Most Eligible Bachelor","My Likes","Playlist","INA092117508","B091PWHXM3"
"Chilipiga","Karthik","Orange","My Likes","Playlist","INA091012542","B07568V1CX"
"Hey Badhulu Cheppavey","Haricharan","Ninnu Kori","My Likes","Playlist","INH102202892","B09WCNFTQB"
"Rendai Thirigae","M.K.Balaji","Brothers","My Likes","Playlist","INA091213591","B0756956TS"
"Tu Meri","Vishal Dadlani","Bang Bang","My Likes","Playlist","INZ031400142","B08KQLMHVV"
"Baby Won't You Tell Me","Shweta Mohan","Saaho","My Likes","Playlist","INS181904543","B07X2YJ1PZ"
"Galliyan","Ankit Tiwari","Ek Villain","My Likes","Playlist","INS181401009","B074VVNVDH"
"Baarish","Ash King","Half Girlfriend","My Likes","Playlist","INZ031402270","B074JX6CDW"
"Zaalima","Arijit Singh","Raees","My Likes","Playlist","INZ031401982","B074K2KYH7"
"Aabaad Barbaad","Pritam","Ludo","My Likes","Playlist","INS182006633","B08NF46TLJ"
"O Saki Saki","Neha Kakkar","Batla House","My Likes","Playlist","INS181904064","B07WDLK99B"
"Bom Diggy Diggy","Zack Knight","Sonu Ke Titu Ki Sweety","My Likes","Playlist","INS181800259","B079W4V6WQ"
"Tera Yaar Hoon Main","Arijit Singh","Sonu Ke Titu Ki Sweety","My Likes","Playlist","INS181800276","B079WJXC9D"
"Manasu Maree","Amit Trivedi","V","My Likes","Playlist","INA092016824","B0853F5B33"
"Evare Nuvvu","Harris Raghavendra","Rajubhai","My Likes","Playlist","INA090931710","B07531HYN6"
"Pilla O Pilla","Karthik","Current Theega","My Likes","Playlist","INT131410737","B074JYBBYX"
"Patakha Guddi","Sultana","Highway","My Likes","Playlist","INS181400022","B074W5RDLK"
"Khaabon Ke Parinday","Alyssa Mendonsa","Zindagi Na Milegi Dobara","My Likes","Playlist","INS181101717","B074W53FQ4"
"You Are My Heart Beat","Anurag Kulkarni","Iddari Lokam Okate","My Likes","Playlist","INA091916639","B07Z3STYBP"
"Sitara","Yasin Nazir","Winner","My Likes","Playlist","INA091715368","B0752B438F"
"Oh Ringa Ringa","Benny Dayal","7th Sense (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171100878","B0071A5NNQ"
"Andamaina Lokam","Sagar","Shivam","My Likes","Playlist","INA091514956","B07533QKMQ"
"Sri Chaitanya","Siddharth","Oh My Friend","My Likes","Playlist","INA091113111","B07569874T"
"Aale Bale","Hemachandra","Teenmaar","My Likes","Playlist","INA091112820","B07569LT7C"
"Athey Nanne","Karthik","Surya S/o Krishnan (Original Motion Picture Soundtrack)","My Likes","Playlist","INS170816369","B008MZXGR4"
"Nanne Nanne","Tippu","Gharshana-New","My Likes","Playlist","INA090409873","B075654GCF"
